Components List
0	1	0	09010000	0	0	240	296	154255	154765	Image/Icon
1	2	1	06870082	12	71	214	133	75220	75286	Weekday label
2	3	1	09010000	12	56	0	0	103756	103822	Image/Icon
3	4	1	09010000	185	29	5	1	128886	128890	Image/Icon
4	5	1	038a8200	202	24	7	100	130643	130677	Month no
5	6	1	038a8200	194	24	7	100	130643	130677	Month no
6	7	1	028a8200	174	24	7	100	130643	130677	Date no
7	8	1	028a8200	166	24	7	100	130643	130677	Date no
8	9	1	008a8200	75	116	36	450	136825	136859	Hour no
9	10	1	008a8200	35	116	36	450	136825	136859	Hour no
10	11	1	018a8200	169	116	36	450	136825	136859	Minute no
11	12	1	018a8200	131	116	36	450	136825	136859	Minute no
12	13	1	09010000	147	111	0	0	74316	74338	Image/Icon
13	14	1	09010000	102	111	0	0	74992	75020	Image/Icon
14	15	1	09010000	147	111	0	0	1324	1356	Image/Icon
15	16	1	09010000	102	111	0	0	132351	132383	Image/Icon
16	17	1	0b8a0300	195	252	7	100	130643	130677	Battery no
17	18	1	0b8a0300	187	252	7	100	130643	130677	Battery no
18	19	1	0b8a0300	179	252	7	100	130643	130677	Battery no
19	20	1	09010000	203	253	12	10	154109	154135	Image/Icon
20	21	1	09010000	195	208	0	0	74764	74792	Image/Icon
21	22	1	09010000	195	208	0	0	74538	74564	Image/Icon
22	23	1	09010000	195	208	0	0	129379	129407	Image/Icon
23	24	1	09010000	195	208	0	0	129025	129057	Image/Icon
24	25	1	09010000	187	208	0	0	130643	130677	Image/Icon
25	26	1	09010000	179	208	0	0	130643	130677	Image/Icon
26	27	1	09010000	168	208	0	0	130643	130677	Image/Icon
27	28	1	09010000	160	208	0	0	130643	130677	Image/Icon
28	29	1	09010000	176	216	0	0	103748	103752	Image/Icon
29	30	1	09010000	121	272	0	0	130643	130677	Image/Icon
30	31	1	09010000	113	272	0	0	130643	130677	Image/Icon
31	32	1	09010000	148	272	0	0	130643	130677	Image/Icon
32	33	1	09010000	140	272	0	0	130643	130677	Image/Icon
33	34	1	09010000	129	272	0	0	128762	128786	Image/Icon
34	35	1	09010000	156	272	0	0	129257	129279	Image/Icon
35	36	1	108a8300	89	178	7	100	130643	130677	Heart Rate no
36	37	1	108a8300	81	178	7	100	130643	130677	Heart Rate no
37	38	1	108a8300	73	178	7	100	130643	130677	Heart Rate no
38	39	1	0f8a8400	164	178	7	100	130643	130677	Calories no
39	40	1	0f8a8400	156	178	7	100	130643	130677	Calories no
40	41	1	0f8a8400	148	178	7	100	130643	130677	Calories no
41	42	1	0f8a8400	140	178	7	100	130643	130677	Calories no
42	43	1	0e8a8500	55	253	7	100	130643	130677	Steps no
43	44	1	0e8a8500	47	253	7	100	130643	130677	Steps no
44	45	1	0e8a8500	39	253	7	100	130643	130677	Steps no
45	46	1	0e8a8500	31	253	7	100	130643	130677	Steps no
46	47	1	0e8a8500	23	253	7	100	130643	130677	Steps no
47	48	1	170a0000	0	0	0	0	0	0	Weather label
48	49	1	17090000	16	13	30	30	73266	73416	Weather label
49	50	1	17090000	16	13	30	30	135891	135925	Weather label
50	51	1	17090000	16	13	30	30	134745	134851	Weather label
51	52	1	17090000	16	13	30	30	132583	132793	Weather label
52	53	1	17090000	16	13	30	30	131377	131451	Weather label
53	54	1	17090000	16	13	30	30	133693	133845	Weather label
54	55	1	17090000	16	13	30	30	153059	153209	Weather label
55	56	1	17090000	16	13	30	30	127790	127862	Weather label
56	57	1	17090000	16	13	30	30	129607	129743	Weather label
57	58	1	fa080000	66	28	6	2	46486	0	Weather no+ label
58	59	1	fa080000	58	28	6	2	46486	0	Weather no+ label
59	60	1	fa8a4300	66	24	7	100	130643	130677	Weather no+ label
60	61	1	fa8a4300	58	24	7	100	130643	130677	Weather no+ label
61	62	1	fa8a4300	50	24	7	100	130643	130677	Weather no+ label
62	63	1	fa028000	74	24	11	10	135751	135781	Weather no+ label
63	64	1	fa028000	74	24	11	10	128895	128915	Weather no+ label
64	65	1	fa002000	50	28	6	2	46486	0	Weather no+ label
65	66	1	fb100000	196	95	236	135	0	0	Click
