Components List
0	1	0	09010000	9	71	225	97	2768	3098	Image/Icon
1	2	0	fd87000a	125	176	96	616	24923	25433	Animation
2	3	0	0e8a8500	98	108	10	160	85197	85229	Steps no
3	3	0	0e8a8500	85	108	10	160	85197	85229	Steps no
4	3	0	0e8a8500	72	108	10	160	85197	85229	Steps no
5	3	0	0e8a8500	59	108	10	160	85197	85229	Steps no
6	3	0	0e8a8500	46	108	10	160	85197	85229	Steps no
7	4	0	0f8a8400	175	108	10	160	85197	85229	Calories no
8	4	0	0f8a8400	162	108	10	160	85197	85229	Calories no
9	4	0	0f8a8400	149	108	10	160	85197	85229	Calories no
10	4	0	0f8a8400	136	108	10	160	85197	85229	Calories no
11	5	1	0c020082	34	160	32	15	94008	94042	Sleep label
12	5	2	0c020082	37	168	49	13	94522	94556	Sleep label
13	6	1	0c020082	49	179	13	14	88917	88949	Sleep label
14	6	2	0c020082	61	187	9	13	89131	89155	Sleep label
15	7	1	0c020082	86	179	14	14	89638	89670	Sleep label
16	7	2	0c020082	97	187	15	13	89866	89898	Sleep label
17	8	0	138a9200	49	183	10	160	85197	85229	Sleep no
18	8	0	138a9200	37	183	10	160	85197	85229	Sleep no
19	8	0	138a9200	85	183	10	160	85197	85229	Sleep no
20	8	0	138a9200	73	183	10	160	85197	85229	Sleep no
21	9	0	09010000	38	212	14	16	89292	89414	Image/Icon
22	10	0	09010000	66	226	2	4	89272	89284	Image/Icon
23	11	0	148a8200	83	212	10	160	85197	85229	Distance no
24	11	0	148a8200	71	212	10	160	85197	85229	Distance no
25	11	0	148a8100	53	212	10	160	85197	85229	Distance no
26	12	0	09010000	37	238	16	13	88651	88709	Image/Icon
27	13	0	108a8300	84	236	10	160	85197	85229	Heart Rate no
28	13	0	108a8300	72	236	10	160	85197	85229	Heart Rate no
29	13	0	108a8300	60	236	10	160	85197	85229	Heart Rate no
30	14	1	08820082	44	141	25	26	1344	1406	AM/PM label
31	14	2	08820082	49	146	25	26	2056	2118	AM/PM label
32	15	1	08820082	77	141	25	26	91516	91540	AM/PM label
33	15	2	08820082	82	146	25	26	92190	92214	AM/PM label
34	16	1	06870082	93	8	55	126	106838	106872	Weekday label
35	16	2	06870082	153	144	44	119	113802	113836	Weekday label
36	17	0	09010000	117	29	6	24	96224	96250	Image/Icon
37	18	0	008a8200	79	19	24	430	96394	96452	Hour no
38	18	0	008a8200	50	19	24	430	96394	96452	Hour no
39	19	0	018a8200	166	19	24	430	96394	96452	Minute no
40	19	0	018a8200	137	19	24	430	96394	96452	Minute no
41	20	0	09010000	152	80	0	0	86829	86843	Image/Icon
42	21	0	09010000	167	80	6	3	86829	86843	Image/Icon
43	22	0	09010000	197	75	0	0	86861	86893	Image/Icon
44	23	0	09010000	185	75	0	0	86861	86893	Image/Icon
45	24	0	09010000	173	75	0	0	86861	86893	Image/Icon
46	25	0	09010000	161	75	0	0	86861	86893	Image/Icon
47	26	0	038a8200	188	75	9	140	86861	86893	Month no
48	26	0	038a8200	176	75	9	140	86861	86893	Month no
49	27	0	028a8200	156	75	9	140	86861	86893	Date no
50	27	0	028a8200	144	75	9	140	86861	86893	Date no
51	28	0	16060000	89	69	9	2	25742	0	Weather no
52	28	0	16060000	77	69	9	2	25742	0	Weather no
53	28	0	168ac200	89	75	9	140	86861	86893	Weather no
54	28	0	168ac200	77	75	9	140	86861	86893	Weather no
55	28	0	16018000	101	75	6	6	106772	106802	Weather no
56	28	0	16002000	71	69	5	2	25742	0	Weather no
57	29	0	170a0000	0	0	0	0	0	0	Weather label
58	29	0	17090000	38	71	26	18	84569	84729	Weather label
59	29	0	17090000	42	71	18	18	95772	95900	Weather label
60	29	0	17090000	41	71	21	19	95193	95373	Weather label
61	29	0	17090000	41	71	21	18	92864	93006	Weather label
62	29	0	17090000	38	71	26	18	90896	91048	Weather label
63	29	0	17090000	39	72	24	17	93384	93600	Weather label
64	29	0	17090000	39	71	25	18	119072	119336	Weather label
65	29	0	17090000	41	72	20	17	88153	88311	Weather label
66	29	0	17090000	39	73	25	15	90093	90521	Weather label
