Components List
0	1	0	09010000	0	0	240	296	536	1048	Image/Icon
1	2	0	09010000	215	35	14	17	264	298	Image/Icon
2	3	0	0b8a0300	200	27	14	270	72088	72122	Battery no
3	3	0	0b8a0300	185	27	14	270	72088	72122	Battery no
4	3	0	0b8a0300	171	27	14	270	72088	72122	Battery no
5	4	0	028a8200	165	246	18	350	75902	75936	Date no
6	4	0	028a8200	144	246	18	350	75902	75936	Date no
7	5	0	038a8200	214	245	18	350	82236	82270	Month no
8	5	0	038a8200	193	245	18	350	82236	82270	Month no
9	6	0	008a8200	67	73	51	980	138722	138878	Hour no
10	6	0	008a8200	8	73	51	980	88570	88742	Hour no
11	7	0	018a8200	67	184	51	980	188858	188892	Minute no
12	7	0	018a8200	8	184	51	980	188858	188892	Minute no
