Components List
0	1	0	09010000	0	0	240	288	1164	1656	Image/Icon
1	2	0	09010000	136	214	0	0	225106	225140	Image/Icon
2	3	0	09010000	126	214	0	0	225106	225140	Image/Icon
3	4	0	09010000	116	214	0	0	225106	225140	Image/Icon
4	5	0	09010000	106	214	0	0	225106	225140	Image/Icon
5	6	0	09010000	96	214	0	0	225106	225140	Image/Icon
6	7	0	028a8200	146	173	12	210	226580	226614	Date no
7	7	0	028a8200	132	173	12	210	226580	226614	Date no
8	8	1	06870082	98	78	43	147	340653	340687	Weekday label
9	8	2	06870082	81	175	49	133	347008	347042	Weekday label
10	9	1	0d100780	120	144	14	96	70776	71090	Analog hands
11	9	2	0d100780	120	144	22	96	72434	72944	Analog hands
12	9	3	0d100780	120	144	30	95	75056	75566	Analog hands
13	9	4	0d100780	120	144	38	93	78416	78924	Analog hands
14	9	5	0d100780	120	144	46	90	82458	82968	Analog hands
15	9	6	0d100780	120	144	53	86	87108	87618	Analog hands
16	9	7	0d100780	120	144	61	81	92176	92686	Analog hands
17	9	8	0d100780	120	144	68	74	97627	98137	Analog hands
18	9	9	0d100780	120	144	74	68	103169	103655	Analog hands
19	9	10	0d100780	120	144	80	61	108687	109197	Analog hands
20	9	11	0d100780	120	144	85	53	114077	114587	Analog hands
21	9	12	0d100780	120	144	90	46	119092	119602	Analog hands
22	9	13	0d100780	120	144	93	38	123742	124252	Analog hands
23	9	14	0d100780	120	144	96	30	127786	128296	Analog hands
24	9	15	0d100780	120	144	96	22	131176	131686	Analog hands
25	9	16	0d100780	120	144	96	14	133798	134114	Analog hands
26	9	17	0d100780	120	144	14	120	135458	135762	Analog hands
27	9	18	0d100780	120	144	24	118	137442	137952	Analog hands
28	9	19	0d100780	120	144	34	117	140784	141294	Analog hands
29	9	20	0d100780	120	144	44	114	145272	145782	Analog hands
30	9	21	0d100780	120	144	54	110	150798	151308	Analog hands
31	9	22	0d100780	120	144	64	105	157248	157758	Analog hands
32	9	23	0d100780	120	144	74	98	164478	164988	Analog hands
33	9	24	0d100780	120	144	83	91	172240	172750	Analog hands
34	9	25	0d100780	120	144	91	83	180303	180813	Analog hands
35	9	26	0d100780	120	144	98	74	188366	188874	Analog hands
36	9	27	0d100780	120	144	104	64	196126	196636	Analog hands
37	9	28	0d100780	120	144	110	54	203292	203802	Analog hands
38	9	29	0d100780	120	144	114	44	209742	210252	Analog hands
39	9	30	0d100780	120	144	117	34	215268	215778	Analog hands
40	9	31	0d100780	120	144	119	24	219756	220266	Analog hands
41	9	32	0d100780	120	144	120	14	223122	223426	Analog hands
42	9	33	0d100d80	120	144	17	134	229134	229172	Analog hands
43	9	34	0d100d80	120	144	27	132	231450	231726	Analog hands
44	9	35	0d100d80	120	144	40	130	235290	235688	Analog hands
45	9	36	0d100d80	120	144	51	127	240888	241224	Analog hands
46	9	37	0d100d80	120	144	63	123	247701	248047	Analog hands
47	9	38	0d100d80	120	144	74	116	255796	256142	Analog hands
48	9	39	0d100d80	120	144	85	111	264726	265182	Analog hands
49	9	40	0d100d80	120	144	94	104	274617	275081	Analog hands
50	9	41	0d100d80	120	144	103	95	284857	285187	Analog hands
51	9	42	0d100d80	120	144	111	85	294972	295310	Analog hands
52	9	43	0d100d80	120	144	117	74	304745	305215	Analog hands
53	9	44	0d100d80	120	144	124	64	313873	314193	Analog hands
54	9	45	0d100d80	120	144	128	51	322129	322483	Analog hands
55	9	46	0d100d80	120	144	130	39	329011	329391	Analog hands
56	9	47	0d100d80	120	144	132	27	334461	334773	Analog hands
57	9	48	0d100d80	120	144	134	17	338337	338375	Analog hands
